year,month,day,date,time,time,pressure (hPa),humidity (%),temperature (degC)
2019,1,3,,16:30,,1027.6,89,-12.6
2019,1,3,,16:40,,1027.6,89,-12.8
2019,1,3,,16:50,,1027.7,90,-12.8
2019,1,3,,17:00,,1027.5,90,-12.9
2019,1,3,,17:10,,1027.5,89,-13.2
2019,1,3,,17:20,,1027.1,91,-13.5
2019,1,3,,17:30,,1027,91,-13.8
2019,1,3,,17:40,,1027,91,-13.8
2019,1,3,,17:50,,1027,91,-13.5
2019,1,3,,18:00,,1026.7,91,-13.6
2019,1,3,,18:10,,1026.6,90,-13.7
2019,1,3,,18:20,,1026.6,91,-13.9
2019,1,3,,18:30,,1026.5,91,-13.9
2019,1,3,,18:40,,1026.4,91,-14.1
2019,1,3,,18:50,,1026.3,91,-13.8
2019,1,3,,19:00,,1026,90,-13.9
2019,1,3,,19:10,,1025.7,90,-14.2
2019,1,3,,19:20,,1025.5,91,-14.1
2019,1,3,,19:30,,1025.4,91,-14.1
2019,1,3,,19:40,,1025.4,91,-14.1
2019,1,3,,19:50,,1025.2,91,-14
2019,1,3,,20:00,,1024.9,91,-13.9
2019,1,3,,20:10,,1024.8,90,-14.1
2019,1,3,,20:20,,1024.6,90,-14.2
2019,1,3,,20:30,,1024.3,91,-14.1
2019,1,3,,20:40,,1024.3,90,-14.2
2019,1,3,,20:50,,1024.2,91,-14
2019,1,3,,21:00,,1024.1,90,-13.9
2019,1,3,,21:10,,1024,91,-13.7
2019,1,3,,21:20,,1023.7,91,-13.3
2019,1,3,,21:30,,1023.3,91,-13
2019,1,3,,21:40,,1023,91,-12.6
2019,1,3,,21:50,,1022.6,90,-12.4
2019,1,3,,22:00,,1022.4,90,-11.9
2019,1,3,,22:10,,1022.4,89,-11.6
2019,1,3,,22:20,,1022.4,89,-11.5
2019,1,3,,22:30,,1022,89,-11.5
2019,1,3,,22:40,,1021.7,90,-11.1
2019,1,3,,22:50,,1021.6,88,-10.7
2019,1,3,,23:00,,1021.5,88,-10.6
2019,1,3,,23:10,,1021.2,88,-10.5
2019,1,3,,23:20,,1020.9,89,-10.5
2019,1,3,,23:30,,1020.8,89,-10.2
2019,1,3,,23:40,,1020.6,89,-9.9
2019,1,3,,23:50,,1020.5,90,-9.5
2019,1,4,,00:00,,1020.4,91,-9.3
2019,1,4,,00:10,,1020.1,91,-9.3
2019,1,4,,00:20,,1019.9,92,-9.2
2019,1,4,,00:30,,1019.7,93,-9
2019,1,4,,00:40,,1019.4,93,-8.7
2019,1,4,,00:50,,1019.3,94,-8.4
2019,1,4,,01:00,,1019,94,-8.2
2019,1,4,,01:10,,1018.8,94,-8
2019,1,4,,01:20,,1018.5,94,-7.7
2019,1,4,,01:30,,1018.2,93,-6.6
2019,1,4,,01:40,,1017.9,90,-6.3
2019,1,4,,01:50,,1017.6,89,-6.4
2019,1,4,,02:00,,1017.3,90,-6.2
2019,1,4,,02:10,,1017.1,92,-6
2019,1,4,,02:20,,1016.9,93,-5.8
2019,1,4,,02:30,,1016.6,94,-5.5
2019,1,4,,02:40,,1016.2,95,-5.2
2019,1,4,,02:50,,1015.9,96,-4.8
2019,1,4,,03:00,,1015.5,97,-4
2019,1,4,,03:10,,1015.3,98,-3.6
2019,1,4,,03:20,,1015,98,-3.2
2019,1,4,,03:30,,1014.7,99,-2.8
2019,1,4,,03:40,,1014.4,98,-2.4
2019,1,4,,03:50,,1014.1,97,-2.3
2019,1,4,,04:00,,1013.9,96,-2.3
2019,1,4,,04:10,,1013.5,97,-2.2
2019,1,4,,04:20,,1013.3,97,-2.3
2019,1,4,,04:30,,1013,97,-2.1
2019,1,4,,04:40,,1012.7,97,-2.1
2019,1,4,,04:50,,1012.5,97,-2.1
2019,1,4,,05:00,,1012.1,97,-2
2019,1,4,,05:10,,1012,96,-1.9
2019,1,4,,05:20,,1011.8,96,-1.9
2019,1,4,,05:30,,1011.6,97,-1.8
2019,1,4,,05:40,,1011.3,96,-1.9
2019,1,4,,05:50,,1011.1,96,-1.8
2019,1,4,,06:00,,1011,97,-1.7
2019,1,4,,06:10,,1010.8,96,-1.6
2019,1,4,,06:20,,1010.8,96,-1.6
2019,1,4,,06:30,,1010.8,96,-1.5
2019,1,4,,06:40,,1010.6,97,-1.5
2019,1,4,,06:50,,1010.3,98,-1.4
2019,1,4,,07:00,,1010,98,-1.3
2019,1,4,,07:10,,1009.9,99,-1.1
2019,1,4,,07:20,,1009.7,99,-1.1
2019,1,4,,07:30,,1009.7,99,-1
2019,1,4,,07:40,,1009.5,99,-0.9
2019,1,4,,07:50,,1009.4,100,-0.8
2019,1,4,,08:00,,1009.2,100,-0.7
2019,1,4,,08:10,,1009.1,100,-0.6
2019,1,4,,08:20,,1009,100,-0.5
2019,1,4,,08:30,,1009.1,100,-0.5
2019,1,4,,08:40,,1009.1,100,-0.4
2019,1,4,,08:50,,1009,100,-0.3
2019,1,4,,09:00,,1008.9,100,-0.2
2019,1,4,,09:10,,1008.7,100,-0.2
2019,1,4,,09:20,,1008.5,100,-0.1
2019,1,4,,09:30,,1008.3,100,-0.1
2019,1,4,,09:40,,1008,100,0
2019,1,4,,09:50,,1007.9,100,0
2019,1,4,,10:00,,1007.7,100,0
2019,1,4,,10:10,,1007.6,100,0.2
2019,1,4,,10:20,,1007.3,100,0.2
2019,1,4,,10:30,,1006.7,100,0.2
2019,1,4,,10:40,,1006.9,100,0.3
2019,1,4,,10:50,,1006.6,100,0.2
2019,1,4,,11:00,,1006.4,100,0.2
2019,1,4,,11:10,,1006.3,100,0.3
2019,1,4,,11:20,,1006.3,100,0.2
2019,1,4,,11:30,,1006.2,100,0.1
2019,1,4,,11:40,,1006.2,100,0.1
2019,1,4,,11:50,,1006.3,100,0.2
2019,1,4,,12:00,,1006.2,100,0.2
2019,1,4,,12:10,,1006.1,100,0.2
2019,1,4,,12:20,,1006.1,100,0.1
2019,1,4,,12:30,,1006,100,0.1
2019,1,4,,12:40,,1006,100,0.1
2019,1,4,,12:50,,1006,100,0.2
2019,1,4,,13:00,,1006,100,0.2
2019,1,4,,13:10,,1005.9,100,0.2
2019,1,4,,13:20,,1005.9,100,0.1
2019,1,4,,13:30,,1006,100,0.1
2019,1,4,,13:40,,1006.1,100,0.1
2019,1,4,,13:50,,1006,100,0.1
2019,1,4,,14:00,,1006,100,0.1
2019,1,4,,14:10,,1006.2,100,0.1
2019,1,4,,14:20,,1006.2,100,0.1
2019,1,4,,14:30,,1006.2,100,0
2019,1,4,,14:40,,1006.3,100,0
2019,1,4,,14:50,,1006.2,100,0
2019,1,4,,15:00,,1006.3,100,-0.1
2019,1,4,,15:10,,1006.4,100,-0.2
2019,1,4,,15:20,,1006.4,100,-0.2
2019,1,4,,15:30,,1006.5,100,-0.3
2019,1,4,,15:40,,1006.6,100,-0.4
2019,1,4,,15:50,,1006.6,99,-0.4
2019,1,4,,16:00,,1006.6,98,-0.5
2019,1,4,,16:10,,1006.7,99,-0.6
2019,1,4,,16:20,,1006.7,98,-0.7
2019,1,4,,16:30,,1006.8,97,-0.7
2019,1,4,,16:40,,1006.8,97,-0.8
2019,1,4,,16:50,,1006.8,98,-0.8
2019,1,4,,17:00,,1006.8,97,-0.9
2019,1,4,,17:10,,1006.9,97,-0.9
2019,1,4,,17:20,,1006.9,97,-0.9
2019,1,4,,17:30,,1007,97,-1
2019,1,4,,17:40,,1007.1,97,-1.1
2019,1,4,,17:50,,1007.2,94,-1.1
2019,1,4,,18:00,,1007.3,96,-1.3
2019,1,4,,18:10,,1007.4,96,-1.3
2019,1,4,,18:20,,1007.5,96,-1.4
2019,1,4,,18:30,,1007.7,97,-1.5
2019,1,4,,18:40,,1007.8,93,-1.3
2019,1,4,,18:50,,1007.8,92,-1.5
2019,1,4,,19:00,,1007.9,92,-1.6
2019,1,4,,19:10,,1008.1,93,-1.8
2019,1,4,,19:20,,1008.1,91,-1.9
2019,1,4,,19:30,,1008.3,92,-2
2019,1,4,,19:40,,1008.5,90,-2.1
2019,1,4,,19:50,,1008.5,92,-2.4
2019,1,4,,20:00,,1008.6,91,-2.7
2019,1,4,,20:10,,1008.8,92,-2.7
2019,1,4,,20:20,,1008.7,91,-2.8
2019,1,4,,20:30,,1008.8,92,-2.8
2019,1,4,,20:40,,1008.8,92,-2.8
2019,1,4,,20:50,,1009,91,-2.9
2019,1,4,,21:00,,1009,92,-2.9
2019,1,4,,21:10,,1009.1,91,-3
2019,1,4,,21:20,,1009.3,90,-3
2019,1,4,,21:30,,1009.3,89,-3.1
2019,1,4,,21:40,,1009.5,90,-3.2
2019,1,4,,21:50,,1009.7,90,-3.4
2019,1,4,,22:00,,1009.9,90,-3.5
2019,1,4,,22:10,,1009.9,90,-3.6
2019,1,4,,22:20,,1010,90,-3.6
2019,1,4,,22:30,,1010.1,90,-3.7
2019,1,4,,22:40,,1010.3,91,-3.8
2019,1,4,,22:50,,1010.5,91,-3.9
2019,1,4,,23:00,,1010.5,92,-3.9
2019,1,4,,23:10,,1010.6,91,-4
2019,1,4,,23:20,,1010.9,91,-4
2019,1,4,,23:30,,1011,92,-4.1
2019,1,4,,23:40,,1011.1,92,-4.1
2019,1,4,,23:50,,1011.3,93,-4.1
2019,1,5,,00:00,,1011.3,93,-4.2
2019,1,5,,00:10,,1011.5,94,-4.2
2019,1,5,,00:20,,1011.7,94,-4.3
2019,1,5,,00:30,,1011.8,95,-4.4
2019,1,5,,00:40,,1012,95,-4.4
2019,1,5,,00:50,,1012.1,95,-4.5
