date,time,pressure (hPa),humidity (%),temperature (degC)
20190102,19:50,1015.2,73,-7.5
20190102,20:00,1015.2,74,-7.6
20190102,20:10,1015.4,75,-7.7
20190102,20:20,1015.6,75,-7.7
20190102,20:30,1015.7,75,-7.6
20190102,20:40,1015.9,73,-7.6
20190102,20:50,1016,72,-7.6
20190102,21:00,1016.1,72,-7.6
20190102,21:10,1016.2,72,-7.5
20190102,21:20,1016.3,72,-7.5
20190102,21:30,1016.5,70,-7.4
20190102,21:40,1016.7,70,-7.6
20190102,21:50,1016.9,70,-7.6
20190102,22:00,1017.1,69,-7.5
20190102,22:10,1017.2,71,-7.6
20190102,22:20,1017.2,71,-7.6
20190102,22:30,1017.4,71,-7.7
20190102,22:40,1017.5,71,-7.7
20190102,22:50,1017.6,70,-7.7
20190102,23:00,1017.7,70,-7.8
20190102,23:10,1017.9,70,-7.9
20190102,23:20,1018,70,-7.8
20190102,23:30,1018.1,70,-7.9
20190102,23:40,1018.2,70,-8
20190102,23:50,1018.4,70,-8
20190103,00:00,1018.6,68,-7.8
20190103,00:10,1018.7,70,-8
20190103,00:20,1018.9,70,-8.1
20190103,00:30,1018.9,70,-8.1
20190103,00:40,1019.1,71,-8.2
20190103,00:50,1019.1,70,-8.1
20190103,01:00,1019.2,71,-8.3
20190103,01:10,1019.4,71,-8.2
20190103,01:20,1019.6,71,-8.2
20190103,01:30,1019.7,72,-8.4
20190103,01:40,1019.8,72,-8.4
20190103,01:50,1020,74,-8.6
20190103,02:00,1020.2,74,-8.5
20190103,02:10,1020.4,75,-8.7
20190103,02:20,1020.5,76,-8.7
20190103,02:30,1020.7,77,-8.7
20190103,02:40,1020.9,77,-8.8
20190103,02:50,1021,79,-8.9
20190103,03:00,1021.1,79,-9
20190103,03:10,1021.3,79,-9
20190103,03:20,1021.4,80,-9
20190103,03:30,1021.5,80,-8.9
20190103,03:40,1021.7,80,-9
20190103,03:50,1021.9,80,-9
20190103,04:00,1022.1,81,-9.3
20190103,04:10,1022.2,82,-9.4
20190103,04:20,1022.4,82,-9.5
20190103,04:30,1022.6,82,-9.6
20190103,04:40,1022.7,82,-9.5
20190103,04:50,1023,82,-9.7
20190103,05:00,1023.2,83,-9.8
20190103,05:10,1023.3,83,-9.9
20190103,05:20,1023.4,83,-9.8
20190103,05:30,1023.6,83,-9.9
20190103,05:40,1023.8,82,-9.8
20190103,05:50,1023.7,81,-9.6
20190103,06:00,1024,80,-9.5
20190103,06:10,1024.2,80,-9.6
20190103,06:20,1024.5,80,-9.8
20190103,06:30,1024.7,81,-10
20190103,06:40,1024.9,82,-10.1
20190103,06:50,1025.1,82,-10.1
20190103,07:00,1025.3,82,-10.3
20190103,07:10,1025.4,83,-10.4
20190103,07:20,1025.5,83,-10.5
20190103,07:30,1025.6,83,-10.4
20190103,07:40,1025.8,83,-10.4
20190103,07:50,1026,83,-10.5
20190103,08:00,1026.2,83,-10.5
20190103,08:10,1026.3,83,-10.4
20190103,08:20,1026.4,82,-10.3
20190103,08:30,1026.6,83,-10.4
20190103,08:40,1026.8,82,-10.2
20190103,08:50,1026.8,82,-10.2
20190103,09:00,1026.9,81,-10
20190103,09:10,1026.9,81,-9.8
20190103,09:20,1026.9,81,-9.7
20190103,09:30,1027,81,-9.8
20190103,09:40,1027,82,-9.8
20190103,09:50,1027,81,-9.7
20190103,10:00,1027,81,-9.5
20190103,10:10,1027,81,-9.5
20190103,10:20,1027.1,80,-9.3
20190103,10:30,1027.1,80,-9.3
20190103,10:40,1027.1,79,-9.2
20190103,10:50,1027.2,78,-9.1
20190103,11:00,1027.2,77,-9
20190103,11:10,1027.2,77,-9
20190103,11:20,1027.2,77,-9
20190103,11:30,1027.1,76,-9
20190103,11:40,1027.1,76,-9.1
20190103,11:50,1027.2,76,-9.2
20190103,12:00,1027.3,77,-9.2
20190103,12:10,1027.4,77,-9.2
20190103,12:20,1027.3,78,-9.5
20190103,12:30,1027.4,79,-9.6
20190103,12:40,1027.4,80,-9.7
20190103,12:50,1027.4,80,-9.9
20190103,13:00,1027.5,81,-10
20190103,13:10,1027.6,82,-10.2
20190103,13:20,1027.8,82,-10.5
20190103,13:30,1027.8,83,-10.6
20190103,13:40,1027.9,83,-10.8
20190103,13:50,1028,84,-11.1
20190103,14:00,1028,85,-11.2
20190103,14:10,1028,85,-11.3
20190103,14:20,1027.8,85,-11.3
20190103,14:30,1027.6,85,-11.5
20190103,14:40,1027.6,86,-11.8
20190103,14:50,1027.5,87,-12
20190103,15:00,1027.6,88,-12.2
20190103,15:10,1027.3,88,-12.2
20190103,15:20,1027.6,89,-12.3
20190103,15:30,1027.4,88,-12.4
20190103,15:40,1027.5,89,-12.3
20190103,15:50,1027.7,88,-12.3
20190103,16:00,1027.8,88,-12.3
20190103,16:10,1027.6,88,-12.4
20190103,16:20,1027.5,89,-12.5
20190103,16:30,1027.6,89,-12.6
20190103,16:40,1027.6,89,-12.8
20190103,16:50,1027.7,90,-12.8
20190103,17:00,1027.5,90,-12.9
20190103,17:10,1027.5,89,-13.2
20190103,17:20,1027.1,91,-13.5
20190103,17:30,1027,91,-13.8
20190103,17:40,1027,91,-13.8
20190103,17:50,1027,91,-13.5
20190103,18:00,1026.7,91,-13.6
20190103,18:10,1026.6,90,-13.7
20190103,18:20,1026.6,91,-13.9
20190103,18:30,1026.5,91,-13.9
20190103,18:40,1026.4,91,-14.1
20190103,18:50,1026.3,91,-13.8
20190103,19:00,1026,90,-13.9
20190103,19:10,1025.7,90,-14.2
20190103,19:20,1025.5,91,-14.1
20190103,19:30,1025.4,91,-14.1
20190103,19:40,1025.4,91,-14.1
20190103,19:50,1025.2,91,-14
20190103,20:00,1024.9,91,-13.9
20190103,20:10,1024.8,90,-14.1
20190103,20:20,1024.6,90,-14.2
20190103,20:30,1024.3,91,-14.1
20190103,20:40,1024.3,90,-14.2
20190103,20:50,1024.2,91,-14
20190103,21:00,1024.1,90,-13.9
20190103,21:10,1024,91,-13.7
20190103,21:20,1023.7,91,-13.3
20190103,21:30,1023.3,91,-13
20190103,21:40,1023,91,-12.6
20190103,21:50,1022.6,90,-12.4
20190103,22:00,1022.4,90,-11.9
20190103,22:10,1022.4,89,-11.6
20190103,22:20,1022.4,89,-11.5
20190103,22:30,1022,89,-11.5
20190103,22:40,1021.7,90,-11.1
20190103,22:50,1021.6,88,-10.7
20190103,23:00,1021.5,88,-10.6
20190103,23:10,1021.2,88,-10.5
20190103,23:20,1020.9,89,-10.5
20190103,23:30,1020.8,89,-10.2
20190103,23:40,1020.6,89,-9.9
20190103,23:50,1020.5,90,-9.5
20190104,00:00,1020.4,91,-9.3
20190104,00:10,1020.1,91,-9.3
20190104,00:20,1019.9,92,-9.2
20190104,00:30,1019.7,93,-9
20190104,00:40,1019.4,93,-8.7
20190104,00:50,1019.3,94,-8.4
20190104,01:00,1019,94,-8.2
20190104,01:10,1018.8,94,-8
20190104,01:20,1018.5,94,-7.7
20190104,01:30,1018.2,93,-6.6
20190104,01:40,1017.9,90,-6.3
20190104,01:50,1017.6,89,-6.4
20190104,02:00,1017.3,90,-6.2
20190104,02:10,1017.1,92,-6
20190104,02:20,1016.9,93,-5.8
20190104,02:30,1016.6,94,-5.5
20190104,02:40,1016.2,95,-5.2
20190104,02:50,1015.9,96,-4.8
20190104,03:00,1015.5,97,-4
20190104,03:10,1015.3,98,-3.6
20190104,03:20,1015,98,-3.2
20190104,03:30,1014.7,99,-2.8
20190104,03:40,1014.4,98,-2.4
20190104,03:50,1014.1,97,-2.3
20190104,04:00,1013.9,96,-2.3
20190104,04:10,1013.5,97,-2.2
20190104,04:20,1013.3,97,-2.3
20190104,04:30,1013,97,-2.1
20190104,04:40,1012.7,97,-2.1
20190104,04:50,1012.5,97,-2.1
20190104,05:00,1012.1,97,-2
20190104,05:10,1012,96,-1.9
20190104,05:20,1011.8,96,-1.9
20190104,05:30,1011.6,97,-1.8
20190104,05:40,1011.3,96,-1.9
20190104,05:50,1011.1,96,-1.8
20190104,06:00,1011,97,-1.7
20190104,06:10,1010.8,96,-1.6
20190104,06:20,1010.8,96,-1.6
20190104,06:30,1010.8,96,-1.5
20190104,06:40,1010.6,97,-1.5
20190104,06:50,1010.3,98,-1.4
20190104,07:00,1010,98,-1.3
20190104,07:10,1009.9,99,-1.1
20190104,07:20,1009.7,99,-1.1
20190104,07:30,1009.7,99,-1
20190104,07:40,1009.5,99,-0.9
20190104,07:50,1009.4,100,-0.8
20190104,08:00,1009.2,100,-0.7
20190104,08:10,1009.1,100,-0.6
20190104,08:20,1009,100,-0.5
20190104,08:30,1009.1,100,-0.5
20190104,08:40,1009.1,100,-0.4
20190104,08:50,1009,100,-0.3
20190104,09:00,1008.9,100,-0.2
20190104,09:10,1008.7,100,-0.2
20190104,09:20,1008.5,100,-0.1
20190104,09:30,1008.3,100,-0.1
20190104,09:40,1008,100,0
20190104,09:50,1007.9,100,0
20190104,10:00,1007.7,100,0
20190104,10:10,1007.6,100,0.2
20190104,10:20,1007.3,100,0.2
20190104,10:30,1006.7,100,0.2
20190104,10:40,1006.9,100,0.3
20190104,10:50,1006.6,100,0.2
20190104,11:00,1006.4,100,0.2
20190104,11:10,1006.3,100,0.3
20190104,11:20,1006.3,100,0.2
20190104,11:30,1006.2,100,0.1
20190104,11:40,1006.2,100,0.1
20190104,11:50,1006.3,100,0.2
20190104,12:00,1006.2,100,0.2
20190104,12:10,1006.1,100,0.2
20190104,12:20,1006.1,100,0.1
20190104,12:30,1006,100,0.1
20190104,12:40,1006,100,0.1
20190104,12:50,1006,100,0.2
20190104,13:00,1006,100,0.2
20190104,13:10,1005.9,100,0.2
20190104,13:20,1005.9,100,0.1
20190104,13:30,1006,100,0.1
20190104,13:40,1006.1,100,0.1
20190104,13:50,1006,100,0.1
20190104,14:00,1006,100,0.1
20190104,14:10,1006.2,100,0.1
20190104,14:20,1006.2,100,0.1
20190104,14:30,1006.2,100,0
20190104,14:40,1006.3,100,0
20190104,14:50,1006.2,100,0
20190104,15:00,1006.3,100,-0.1
20190104,15:10,1006.4,100,-0.2
20190104,15:20,1006.4,100,-0.2
20190104,15:30,1006.5,100,-0.3
20190104,15:40,1006.6,100,-0.4
20190104,15:50,1006.6,99,-0.4
20190104,16:00,1006.6,98,-0.5
20190104,16:10,1006.7,99,-0.6
20190104,16:20,1006.7,98,-0.7
20190104,16:30,1006.8,97,-0.7
20190104,16:40,1006.8,97,-0.8
20190104,16:50,1006.8,98,-0.8
20190104,17:00,1006.8,97,-0.9
20190104,17:10,1006.9,97,-0.9
20190104,17:20,1006.9,97,-0.9
20190104,17:30,1007,97,-1
20190104,17:40,1007.1,97,-1.1
20190104,17:50,1007.2,94,-1.1
20190104,18:00,1007.3,96,-1.3
20190104,18:10,1007.4,96,-1.3
20190104,18:20,1007.5,96,-1.4
20190104,18:30,1007.7,97,-1.5
20190104,18:40,1007.8,93,-1.3
20190104,18:50,1007.8,92,-1.5
20190104,19:00,1007.9,92,-1.6
20190104,19:10,1008.1,93,-1.8
20190104,19:20,1008.1,91,-1.9
20190104,19:30,1008.3,92,-2
20190104,19:40,1008.5,90,-2.1
20190104,19:50,1008.5,92,-2.4
20190104,20:00,1008.6,91,-2.7
20190104,20:10,1008.8,92,-2.7
20190104,20:20,1008.7,91,-2.8
20190104,20:30,1008.8,92,-2.8
20190104,20:40,1008.8,92,-2.8
20190104,20:50,1009,91,-2.9
20190104,21:00,1009,92,-2.9
20190104,21:10,1009.1,91,-3
20190104,21:20,1009.3,90,-3
20190104,21:30,1009.3,89,-3.1
20190104,21:40,1009.5,90,-3.2
20190104,21:50,1009.7,90,-3.4
20190104,22:00,1009.9,90,-3.5
20190104,22:10,1009.9,90,-3.6
20190104,22:20,1010,90,-3.6
20190104,22:30,1010.1,90,-3.7
20190104,22:40,1010.3,91,-3.8
20190104,22:50,1010.5,91,-3.9
20190104,23:00,1010.5,92,-3.9
20190104,23:10,1010.6,91,-4
20190104,23:20,1010.9,91,-4
20190104,23:30,1011,92,-4.1
20190104,23:40,1011.1,92,-4.1
20190104,23:50,1011.3,93,-4.1
20190105,00:00,1011.3,93,-4.2
20190105,00:10,1011.5,94,-4.2
20190105,00:20,1011.7,94,-4.3
20190105,00:30,1011.8,95,-4.4
20190105,00:40,1012,95,-4.4
20190105,00:50,1012.1,95,-4.5
20190105,01:00,1012.1,95,-4.5
20190105,01:10,1012.2,95,-4.6
20190105,01:20,1012.3,95,-4.7
20190105,01:30,1012.4,95,-4.7
20190105,01:40,1012.5,94,-4.8
20190105,01:50,1012.6,94,-4.8
20190105,02:00,1012.8,93,-4.9
20190105,02:10,1013,93,-4.9
20190105,02:20,1013.1,93,-4.9
20190105,02:30,1013.3,93,-5
20190105,02:40,1013.3,94,-5.1
20190105,02:50,1013.3,94,-5.1
20190105,03:00,1013.4,93,-5.2
20190105,03:10,1013.5,93,-5.2
20190105,03:20,1013.7,93,-5.2
20190105,03:30,1013.8,94,-5.3
20190105,03:40,1013.9,95,-5.4
20190105,03:50,1014.1,94,-5.4
20190105,04:00,1014.3,94,-5.4
20190105,04:10,1014.4,93,-5.4
20190105,04:20,1014.6,92,-5.5
20190105,04:30,1014.7,92,-5.4
20190105,04:40,1014.9,91,-5.5
20190105,04:50,1015,92,-5.5
20190105,05:00,1015,91,-5.6
20190105,05:10,1015.3,91,-5.6
20190105,05:20,1015.5,91,-5.6
20190105,05:30,1015.5,91,-5.6
20190105,05:40,1015.7,91,-5.7
20190105,05:50,1015.9,91,-5.7
20190105,06:00,1016.1,91,-5.7
20190105,06:10,1016.2,90,-5.7
20190105,06:20,1016.4,90,-5.7
20190105,06:30,1016.4,90,-5.7
20190105,06:40,1016.5,90,-5.7
20190105,06:50,1016.7,90,-5.7
20190105,07:00,1016.8,90,-5.7
20190105,07:10,1016.9,90,-5.8
20190105,07:20,1017,90,-5.8
20190105,07:30,1017.1,90,-5.8
20190105,07:40,1017.2,90,-5.8
20190105,07:50,1017.2,90,-5.8
20190105,08:00,1017.4,90,-5.8
20190105,08:10,1017.5,90,-5.8
20190105,08:20,1017.7,90,-5.8
20190105,08:30,1017.8,90,-5.8
20190105,08:40,1018,90,-5.8
20190105,08:50,1018.1,90,-5.7
20190105,09:00,1018.3,90,-5.7
20190105,09:10,1018.3,90,-5.7
20190105,09:20,1018.2,89,-5.7
20190105,09:30,1018.4,89,-5.6
20190105,09:40,1018.5,89,-5.7
20190105,09:50,1018.5,89,-5.6
20190105,10:00,1018.5,89,-5.7
20190105,10:10,1018.6,89,-5.7
20190105,10:20,1018.4,88,-5.7
20190105,10:30,1018.4,88,-5.6
20190105,10:40,1018.5,88,-5.7
20190105,10:50,1018.5,88,-5.6
20190105,11:00,1018.5,88,-5.6
20190105,11:10,1018.5,88,-5.7
20190105,11:20,1018.6,88,-5.6
20190105,11:30,1018.7,88,-5.6
20190105,11:40,1018.8,88,-5.6
20190105,11:50,1019,88,-5.5
20190105,12:00,1019.1,88,-5.5
20190105,12:10,1019.1,89,-5.5
20190105,12:20,1019.2,89,-5.5
20190105,12:30,1019.3,89,-5.6
20190105,12:40,1019.3,88,-5.7
20190105,12:50,1019.6,89,-5.7
20190105,13:00,1019.6,89,-5.7
20190105,13:10,1019.7,89,-5.6
20190105,13:20,1019.8,89,-5.6
20190105,13:30,1019.8,90,-5.6
20190105,13:40,1019.9,90,-5.6
20190105,13:50,1020,90,-5.5
20190105,14:00,1020.1,90,-5.5
20190105,14:10,1020.1,90,-5.5
20190105,14:20,1020,90,-5.4
20190105,14:30,1020.1,90,-5.5
20190105,14:40,1020.3,90,-5.5
20190105,14:50,1020.3,90,-5.5
20190105,15:00,1020.3,90,-5.6
20190105,15:10,1020.4,91,-5.6
20190105,15:20,1020.6,91,-5.6
20190105,15:30,1020.8,92,-5.6
20190105,15:40,1020.9,92,-5.6
20190105,15:50,1021,92,-5.6
20190105,16:00,1021.2,92,-5.6
20190105,16:10,1021.2,91,-5.6
20190105,16:20,1021.2,91,-5.7
20190105,16:30,1021.3,91,-5.8
20190105,16:40,1021.4,91,-5.8
20190105,16:50,1021.4,90,-5.8
20190105,17:00,1021.5,90,-5.8
20190105,17:10,1021.6,90,-5.8
20190105,17:20,1021.8,89,-5.9
20190105,17:30,1021.8,89,-5.9
20190105,17:40,1021.8,88,-6
20190105,17:50,1021.8,88,-6.1
20190105,18:00,1021.8,88,-6.1
20190105,18:10,1021.9,89,-6.1
20190105,18:20,1022,89,-6.1
20190105,18:30,1022,89,-6.1
20190105,18:40,1022,89,-6.2
20190105,18:50,1022.1,89,-6.2
20190105,19:00,1022.3,90,-6.2
20190105,19:10,1022.4,89,-6.3
20190105,19:20,1022.5,90,-6.4
20190105,19:30,1022.5,91,-6.4
20190105,19:40,1022.4,91,-6.5
20190105,19:50,1022.5,92,-6.7
20190105,20:00,1022.5,93,-6.6
20190105,20:10,1022.5,92,-6.5
20190105,20:20,1022.4,93,-6.6
20190105,20:30,1022.4,92,-6.6
20190105,20:40,1022.5,93,-6.7
20190105,20:50,1022.5,93,-6.8
20190105,21:00,1022.6,93,-6.7
20190105,21:10,1022.5,93,-6.8
20190105,21:20,1022.6,92,-6.8
20190105,21:30,1022.7,91,-6.8
20190105,21:40,1022.7,91,-6.9
20190105,21:50,1022.8,92,-6.9
20190105,22:00,1022.7,94,-7.1
20190105,22:10,1022.8,95,-7.1
20190105,22:20,1022.9,95,-7.1
20190105,22:30,1023,94,-7.2
20190105,22:40,1023,95,-7.2
20190105,22:50,1023,95,-7.2
20190105,23:00,1022.9,94,-7.3
20190105,23:10,1022.9,95,-7.4
20190105,23:20,1022.9,95,-7.4
20190105,23:30,1022.9,95,-7.5
20190105,23:40,1022.9,95,-7.5
20190105,23:50,1023,95,-7.5
20190106,00:00,1023.1,95,-7.6
20190106,00:10,1023.1,95,-7.6
20190106,00:20,1023.1,96,-7.5
20190106,00:30,1023.1,96,-7.5
20190106,00:40,1023.1,96,-7.5
20190106,00:50,1023.2,96,-7.4
20190106,01:00,1023.1,96,-7.4
20190106,01:10,1023.2,96,-7.4
20190106,01:20,1023.2,97,-7.5
20190106,01:30,1023.2,97,-7.5
20190106,01:40,1023.2,97,-7.4
